Timestamp,Day_Of_Week,Public_Holiday,Hours_Since_Midnight,Flu_Like_Symptoms_Count,Dengue_Count,ibov_open,temperature_2m,precipitation,cloudcover,weathercode,windspeed_10m,pm2_5,ozone,us_aqi,onibus,metro,festival,trem,greve
2024-03-01 08:55:00,4,0,8.916666666666666,505,286,128989.25,27.4,0.0,18,Clear sky,10.9,10.2,40.0,42,48,5,12,12,0
2024-03-01 09:00:00,4,0,9.0,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:05:00,4,0,9.083333333333334,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:10:00,4,0,9.166666666666666,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:15:00,4,0,9.25,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:20:00,4,0,9.333333333333334,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:25:00,4,0,9.416666666666666,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:30:00,4,0,9.5,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:35:00,4,0,9.583333333333334,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:40:00,4,0,9.666666666666666,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:45:00,4,0,9.75,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:50:00,4,0,9.833333333333334,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 09:55:00,4,0,9.916666666666666,505,286,128989.25,28.1,0.0,30,Mainly clear,8.9,7.5,55.0,42,48,5,12,12,0
2024-03-01 10:00:00,4,0,10.0,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:05:00,4,0,10.083333333333334,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:10:00,4,0,10.166666666666666,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:15:00,4,0,10.25,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:20:00,4,0,10.333333333333334,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:25:00,4,0,10.416666666666666,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:30:00,4,0,10.5,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:35:00,4,0,10.583333333333334,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:40:00,4,0,10.666666666666666,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:45:00,4,0,10.75,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:50:00,4,0,10.833333333333334,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 10:55:00,4,0,10.916666666666666,505,286,129025.5234375,29.1,0.1,13,Light drizzle,7.3,7.4,65.0,42,48,5,12,12,0
2024-03-01 11:00:00,4,0,11.0,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:05:00,4,0,11.083333333333334,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:10:00,4,0,11.166666666666666,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:15:00,4,0,11.25,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:20:00,4,0,11.333333333333334,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:25:00,4,0,11.416666666666666,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:30:00,4,0,11.5,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:35:00,4,0,11.583333333333334,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:40:00,4,0,11.666666666666666,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:45:00,4,0,11.75,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:50:00,4,0,11.833333333333334,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 11:55:00,4,0,11.916666666666666,505,286,129252.9921875,29.8,0.0,3,Clear sky,4.8,8.1,79.0,42,48,5,12,12,0
2024-03-01 12:00:00,4,0,12.0,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:05:00,4,0,12.083333333333334,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:10:00,4,0,12.166666666666666,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:15:00,4,0,12.25,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:20:00,4,0,12.333333333333334,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:25:00,4,0,12.416666666666666,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:30:00,4,0,12.5,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:35:00,4,0,12.583333333333334,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:40:00,4,0,12.666666666666666,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:45:00,4,0,12.75,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:50:00,4,0,12.833333333333334,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 12:55:00,4,0,12.916666666666666,505,286,128746.5,30.4,0.0,1,Clear sky,2.9,9.0,91.0,42,48,5,12,12,0
2024-03-01 13:00:00,4,0,13.0,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:05:00,4,0,13.083333333333334,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:10:00,4,0,13.166666666666666,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:15:00,4,0,13.25,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:20:00,4,0,13.333333333333334,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:25:00,4,0,13.416666666666666,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:30:00,4,0,13.5,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:35:00,4,0,13.583333333333334,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:40:00,4,0,13.666666666666666,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:45:00,4,0,13.75,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:50:00,4,0,13.833333333333334,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 13:55:00,4,0,13.916666666666666,505,286,129681.46875,30.6,0.0,2,Clear sky,8.2,9.8,100.0,42,48,5,12,12,0
2024-03-01 14:00:00,4,0,14.0,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:05:00,4,0,14.083333333333334,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:10:00,4,0,14.166666666666666,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:15:00,4,0,14.25,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:20:00,4,0,14.333333333333334,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:25:00,4,0,14.416666666666666,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:30:00,4,0,14.5,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:35:00,4,0,14.583333333333334,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:40:00,4,0,14.666666666666666,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:45:00,4,0,14.75,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:50:00,4,0,14.833333333333334,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 14:55:00,4,0,14.916666666666666,505,286,129515.84375,30.2,0.0,1,Clear sky,14.2,10.3,108.0,42,48,5,12,12,0
2024-03-01 15:00:00,4,0,15.0,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:05:00,4,0,15.083333333333334,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:10:00,4,0,15.166666666666666,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:15:00,4,0,15.25,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:20:00,4,0,15.333333333333334,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:25:00,4,0,15.416666666666666,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:30:00,4,0,15.5,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:35:00,4,0,15.583333333333334,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:40:00,4,0,15.666666666666666,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:45:00,4,0,15.75,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:50:00,4,0,15.833333333333334,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 15:55:00,4,0,15.916666666666666,505,286,129173.078125,29.9,0.0,1,Clear sky,16.1,10.5,107.0,42,48,5,12,12,0
2024-03-01 16:00:00,4,0,16.0,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:05:00,4,0,16.083333333333332,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:10:00,4,0,16.166666666666668,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:15:00,4,0,16.25,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:20:00,4,0,16.333333333333332,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:25:00,4,0,16.416666666666668,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:30:00,4,0,16.5,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:35:00,4,0,16.583333333333332,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:40:00,4,0,16.666666666666668,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:45:00,4,0,16.75,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:50:00,4,0,16.833333333333332,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 16:55:00,4,0,16.916666666666668,505,286,129077.296875,29.5,0.0,1,Clear sky,16.4,10.2,93.0,42,48,5,12,12,0
2024-03-01 17:00:00,4,0,17.0,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:05:00,4,0,17.083333333333332,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:10:00,4,0,17.166666666666668,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:15:00,4,0,17.25,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:20:00,4,0,17.333333333333332,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:25:00,4,0,17.416666666666668,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:30:00,4,0,17.5,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:35:00,4,0,17.583333333333332,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:40:00,4,0,17.666666666666668,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:45:00,4,0,17.75,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:50:00,4,0,17.833333333333332,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 17:55:00,4,0,17.916666666666668,505,286,129077.296875,29.1,0.0,1,Clear sky,18.2,9.3,71.0,42,48,5,12,12,0
2024-03-01 18:00:00,4,0,18.0,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:05:00,4,0,18.083333333333332,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:10:00,4,0,18.166666666666668,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:15:00,4,0,18.25,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:20:00,4,0,18.333333333333332,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:25:00,4,0,18.416666666666668,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:30:00,4,0,18.5,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:35:00,4,0,18.583333333333332,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:40:00,4,0,18.666666666666668,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:45:00,4,0,18.75,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:50:00,4,0,18.833333333333332,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 18:55:00,4,0,18.916666666666668,505,286,129077.296875,28.3,0.0,1,Clear sky,19.1,8.4,51.0,42,48,5,12,12,0
2024-03-01 19:00:00,4,0,19.0,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:05:00,4,0,19.083333333333332,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:10:00,4,0,19.166666666666668,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:15:00,4,0,19.25,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:20:00,4,0,19.333333333333332,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:25:00,4,0,19.416666666666668,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:30:00,4,0,19.5,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:35:00,4,0,19.583333333333332,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:40:00,4,0,19.666666666666668,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:45:00,4,0,19.75,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:50:00,4,0,19.833333333333332,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 19:55:00,4,0,19.916666666666668,505,286,129077.296875,28.2,0.0,2,Clear sky,18.1,7.5,36.0,42,48,5,12,12,0
2024-03-01 20:00:00,4,0,20.0,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
2024-03-01 20:05:00,4,0,20.083333333333332,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
2024-03-01 20:10:00,4,0,20.166666666666668,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
2024-03-01 20:15:00,4,0,20.25,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
2024-03-01 20:20:00,4,0,20.333333333333332,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
2024-03-01 20:25:00,4,0,20.416666666666668,505,286,129077.296875,28.0,0.0,2,Clear sky,16.0,6.5,22.0,42,48,5,12,12,0
