,125960550,230565994,258781031,43768720,44072192,44783654,44783914,44784438,45833547,47568123
2024-03-01 05:00:00,0.0,0.0,0.29178867,0.24229623,0.06410257,0.0488979,0.0,0.031090096,0.0,0.05826758
2024-03-01 05:30:00,0.041666668,0.0,0.67666894,0.66888934,0.1559044,0.21943027,0.068812504,0.04709086,0.029799383,0.23618951
2024-03-01 06:00:00,0.09184499,0.0,1.151692,1.098256,0.3323852,0.43966746,0.12418822,0.085601695,0.103644475,0.45511565
2024-03-01 06:30:00,0.24912734,0.0,1.6497763,1.5476046,0.55484426,0.76559514,0.24323355,0.1067987,0.21309474,0.7353941
2024-03-01 07:00:00,0.31914043,0.0,2.133133,2.0185485,0.7639151,1.1179153,0.5060503,0.14048275,0.2414149,0.9398846
2024-03-01 07:30:00,0.36497375,0.0,2.5639865,2.4804623,0.9667776,1.5189998,0.88435954,0.18717174,0.29428515,1.2282774
2024-03-01 08:00:00,0.5616279,0.0,2.8543715,2.890605,1.073385,2.0156136,1.0977845,0.22708736,0.29428515,1.4467748
2024-03-01 08:30:00,0.5866279,0.0,3.0847118,3.2560585,1.1775494,2.3103626,1.3726681,0.25406888,0.37736028,1.6067564
2024-03-01 09:00:00,0.5866279,0.0,3.2331614,3.5596592,1.2802156,2.6547835,1.5300045,0.2940938,0.42348728,1.8316329
2024-03-01 09:30:00,0.5866279,0.0,3.440578,3.8870335,1.3580968,2.8845477,1.7760583,0.3345567,0.44380608,1.9368231
2024-03-01 10:00:00,0.6074613,0.0,3.631387,4.2043123,1.5424939,3.0467858,1.9441894,0.3824868,0.5251307,2.205408
2024-03-01 10:30:00,0.6074613,0.0,3.9070466,4.5290594,1.5424939,3.1845155,2.0666606,0.41057974,0.56672186,2.3535547
2024-03-01 11:00:00,0.6074613,0.0,3.8025753,4.6487403,1.6931889,3.2399466,2.2349174,0.43032044,0.66387063,2.4100287
2024-03-01 11:30:00,0.5657946,0.0,3.663783,4.594122,1.7899897,3.1557457,2.2519526,0.49374282,0.6760177,2.403839
2024-03-01 12:00:00,0.6281964,0.0,3.4109476,4.6189218,1.8105133,3.0720296,2.298698,0.5202868,0.6021726,2.4261758
2024-03-01 12:30:00,0.5450321,0.0,3.2118242,4.5172505,1.6647857,2.99364,2.2633455,0.5266798,0.49272233,2.4170449
2024-03-01 13:00:00,0.475019,0.0,3.0517888,4.3989487,1.7021662,2.8503304,2.1916308,0.524681,0.48274347,2.4461844
2024-03-01 13:30:00,0.42918566,0.0,3.0052571,4.3534727,1.7212971,2.6100478,1.9907879,0.5074386,0.47366983,2.4517694
2024-03-01 14:00:00,0.2325315,0.0,2.959848,4.3021255,2.008493,2.2550762,1.8499908,0.5020385,0.51344633,2.4201214
2024-03-01 14:30:00,0.25851437,0.0,2.933148,4.2456517,2.1011994,2.0391138,1.6363629,0.5146205,0.43037122,2.5471835
2024-03-01 15:00:00,0.25851437,0.026515152,3.038911,4.30432,2.2146883,1.7458286,1.5487366,0.49918604,0.38424423,2.4139595
2024-03-01 15:30:00,0.31838393,0.14734848,3.2063935,4.277103,2.4553916,1.5643264,1.3619347,0.4929006,0.36392543,2.710167
